station_id,timestamp,session_id,voltage,current,power_kw,temperature_c,duration_sec,energy_kwh,error_code,message
STATION_12,2024-01-01 03:18:53,5981f3b174d4,226.25,28.03,6.447,46.82,24,0.043,0,OK
STATION_12,2024-01-01 03:19:02,5981f3b174d4,224.69,33.37,7.509,49.52,19,0.0396,0,OK
STATION_12,2024-01-01 03:19:02,5981f3b174d4,226.71,29.55,6.795,45,21,0.0396,0,OK
STATION_12,2024-01-01 03:19:05,5981f3b174d4,226.04,32.96,7.412,45.83,53,0.1091,0,OK
STATION_12,2024-01-01 03:19:07,5981f3b174d4,229.36,30.74,6.92,44.72,57,0.1096,0,OK
STATION_12,2024-01-01 03:19:11,5981f3b174d4,220.31,30.86,6.753,49.03,2,0.0038,0,OK
STATION_12,2024-01-01 03:19:12,5981f3b174d4,224.53,34.39,7.763,42.71,22,0.0474,0,OK
STATION_12,2024-01-01 03:19:14,5981f3b174d4,220.5,28.64,6.159,47.15,36,0.0616,0,OK
STATION_12,2024-01-01 03:19:14,5981f3b174d4,220.16,28.78,6.37,48.33,19,0.0336,0,OK
STATION_12,2024-01-01 03:19:19,5981f3b174d4,221.15,30.55,6.711,47.68,13,0.0242,0,OK
STATION_12,2024-01-01 03:19:33,5981f3b174d4,223.47,32.81,7.479,43.32,41,0.0852,0,OK
STATION_12,2024-01-01 03:19:42,5981f3b174d4,217.54,30.79,6.71,47.15,36,0.0671,0,OK
STATION_12,2024-01-01 03:19:43,5981f3b174d4,224.39,33.85,7.607,46.89,47,0.0993,0,OK
STATION_12,2024-01-01 03:19:53,5981f3b174d4,222.29,30.5,6.807,48.67,28,0.0529,0,OK
STATION_12,2024-01-01 03:19:57,5981f3b174d4,226.66,30.55,6.929,44.62,15,0.0289,0,OK
STATION_12,2024-01-01 03:20:05,5981f3b174d4,227.73,32.99,7.417,47.28,1,0.0021,0,OK
STATION_12,2024-01-01 03:20:13,5981f3b174d4,220.14,29.02,6.445,44.67,20,0.0358,0,OK
STATION_12,2024-01-01 03:20:17,5981f3b174d4,226.35,29.88,6.825,44.78,19,0.036,0,OK
STATION_12,2024-01-01 03:20:23,5981f3b174d4,226.13,30.94,7.033,48.24,51,0.0996,0,OK
STATION_12,2024-01-01 03:20:43,5981f3b174d4,215.46,32.29,7.093,49.3,29,0.0571,0,OK
STATION_12,2024-01-01 03:20:43,5981f3b174d4,221.48,31.57,6.833,48.64,10,0.019,0,OK
STATION_12,2024-01-01 03:20:52,5981f3b174d4,220.33,32.31,7.182,41.57,17,0.0339,0,OK
STATION_12,2024-01-01 03:20:53,5981f3b174d4,221.18,28.6,6.294,48.47,18,0.0315,0,OK
STATION_12,2024-01-01 03:20:53,5981f3b174d4,221.37,33.62,7.525,45.35,20,0.0418,0,OK
STATION_12,2024-01-01 03:21:03,5981f3b174d4,221.88,29.94,6.568,47.72,20,0.0365,0,OK
STATION_12,2024-01-01 03:21:48,5981f3b174d4,226.8,29.65,6.802,46.13,2,0.0038,0,OK
STATION_12,2024-01-01 03:22:43,5981f3b174d4,223.16,28.6,6.404,46.59,24,0.0427,0,OK
STATION_3,2024-01-01 08:26:26,99b3a95246a7,225.15,29.34,6.612,50.99,25,0.0459,0,OK
STATION_3,2024-01-01 08:26:32,99b3a95246a7,220.45,31.71,6.892,50,55,0.1053,0,OK
STATION_3,2024-01-01 08:26:34,99b3a95246a7,228.15,32.98,7.501,51.13,57,0.1188,0,OK
STATION_3,2024-01-01 08:26:36,99b3a95246a7,224.43,34.43,7.73,49,37,0.0794,0,OK
STATION_3,2024-01-01 08:26:37,99b3a95246a7,226.47,33.52,7.508,50.95,58,0.121,0,OK
STATION_3,2024-01-01 08:26:42,99b3a95246a7,225.07,32.6,7.25,50.95,14,0.0282,0,OK
STATION_3,2024-01-01 08:26:44,99b3a95246a7,223.74,33.54,7.598,48.59,12,0.0253,0,OK
STATION_3,2024-01-01 08:26:53,99b3a95246a7,98.49,32.33,7.093,53.62,12,0.0236,0,OK
STATION_3,2024-01-01 08:26:54,99b3a95246a7,220.81,31.33,6.87,49.32,25,0.0477,0,OK
STATION_3,2024-01-01 08:27:02,99b3a95246a7,223.04,32.63,7.245,48.37,7,0.0141,0,OK
STATION_3,2024-01-01 08:27:02,99b3a95246a7,225.45,31.49,7.012,53.9,23,0.0448,0,OK
STATION_3,2024-01-01 08:27:14,99b3a95246a7,221.2,33.28,7.438,49.46,45,0.093,0,OK
STATION_3,2024-01-01 08:27:14,99b3a95246a7,224.84,33.83,7.587,47.52,30,0.0632,0,OK
STATION_3,2024-01-01 08:27:16,99b3a95246a7,225.6,33.62,7.542,52.83,49,0.1027,0,OK
STATION_3,2024-01-01 08:27:20,99b3a95246a7,224.41,35.77,7.901,52.82,40,0.0878,0,OK
STATION_3,2024-01-01 08:27:22,99b3a95246a7,222.98,31.38,7.052,48.14,39,0.0764,0,OK
STATION_3,2024-01-01 08:27:24,99b3a95246a7,227.17,30.6,6.948,49.68,47,0.0907,0,OK
STATION_3,2024-01-01 08:27:28,99b3a95246a7,219.44,32.18,7.029,52.43,4,0.0078,0,OK
STATION_3,2024-01-01 08:27:30,99b3a95246a7,225.25,32.19,7.186,47.21,52,0.1038,0,OK
STATION_3,2024-01-01 08:27:31,99b3a95246a7,219.78,31.99,7.068,48.17,15,0.0295,0,OK
STATION_3,2024-01-01 08:27:46,99b3a95246a7,221.56,29.58,6.468,50.62,9,0.0162,0,OK
STATION_3,2024-01-01 08:27:46,99b3a95246a7,225.09,34.63,7.847,49.01,19,0.0414,0,OK
STATION_3,2024-01-01 08:27:57,99b3a95246a7,221.73,34.09,7.546,49.19,39,0.0817,0,OK
STATION_3,2024-01-01 08:28:14,99b3a95246a7,223.75,33.17,7.375,50.78,8,0.0164,0,OK
STATION_3,2024-01-01 08:28:17,99b3a95246a7,225.64,36.59,8.308,47.92,50,0.1154,0,OK
STATION_3,2024-01-01 08:28:18,99b3a95246a7,222.52,31.69,7.035,49.89,46,0.0899,0,OK
STATION_3,2024-01-01 08:28:20,99b3a95246a7,219.1,32.18,7.119,48.39,11,0.0218,0,OK
STATION_3,2024-01-01 08:28:23,99b3a95246a7,224.83,31.33,7.048,47.25,1,0.002,0,OK
STATION_3,2024-01-01 08:28:25,99b3a95246a7,223.48,33.92,7.65,51.23,35,0.0744,0,OK
STATION_3,2024-01-01 08:28:32,99b3a95246a7,230.63,33.07,7.744,52.23,29,0.0624,0,OK
STATION_3,2024-01-01 08:28:34,99b3a95246a7,219.79,30.35,6.868,49.68,16,0.0305,0,OK
STATION_3,2024-01-01 08:28:38,99b3a95246a7,218.64,32.98,7.224,51.09,34,0.0682,0,OK
STATION_3,2024-01-01 08:28:38,99b3a95246a7,223.92,32.9,7.467,52.06,32,0.0664,0,OK
STATION_3,2024-01-01 08:28:42,99b3a95246a7,220.64,34.74,7.654,49.57,9,0.0191,0,OK
STATION_3,2024-01-01 08:28:56,99b3a95246a7,227.07,32,7.35,47.79,16,0.0327,0,OK
STATION_3,2024-01-01 08:28:56,99b3a95246a7,223.51,30.35,6.792,47.68,44,0.083,0,OK
STATION_3,2024-01-01 08:29:02,99b3a95246a7,221.09,33.24,7.413,49.4,41,0.0844,0,OK
STATION_3,2024-01-01 08:29:05,99b3a95246a7,221.09,35.16,7.735,52.23,60,0.1289,0,OK
STATION_3,2024-01-01 08:29:07,99b3a95246a7,224.07,31.3,7.062,51.75,57,0.1118,0,OK
STATION_3,2024-01-01 08:29:14,99b3a95246a7,220.16,33.97,7.588,49.86,21,0.0443,0,OK
STATION_3,2024-01-01 08:29:21,99b3a95246a7,223.87,30.15,6.736,50.95,48,0.0898,0,OK
STATION_3,2024-01-01 08:29:26,99b3a95246a7,225.12,33.58,7.639,50.55,16,0.034,0,OK
STATION_3,2024-01-01 08:29:29,99b3a95246a7,223.09,34.1,7.537,52.21,12,0.0251,0,OK
STATION_3,2024-01-01 08:29:30,99b3a95246a7,221.28,31.42,6.854,49.04,59,0.1123,0,OK
STATION_3,2024-01-01 08:29:44,99b3a95246a7,226.16,36,8.074,52.08,52,0.1166,0,OK
STATION_3,2024-01-01 08:29:51,99b3a95246a7,223.82,36.44,8.254,49.34,24,0.055,0,OK
STATION_3,2024-01-01 08:29:56,99b3a95246a7,226.42,34.18,7.704,49.65,4,0.0086,0,OK
STATION_3,2024-01-01 08:30:06,99b3a95246a7,222.59,32.56,-7.351,48.36,35,0.0715,0,OK
STATION_3,2024-01-01 08:30:14,99b3a95246a7,222.52,34.43,7.631,47.44,29,0.0615,0,OK
STATION_3,2024-01-01 08:30:41,99b3a95246a7,225.67,32.98,7.495,52.73,12,0.025,0,OK
STATION_3,2024-01-01 08:30:44,99b3a95246a7,220.04,31.66,6.974,52.83,31,0.0601,0,OK
STATION_3,2024-01-01 08:30:52,99b3a95246a7,227.19,30.5,6.937,53.45,36,0.0694,0,OK
STATION_3,2024-01-01 08:31:02,99b3a95246a7,222.13,32.35,7.246,47.43,15,0.0302,0,OK
STATION_3,2024-01-01 08:31:05,99b3a95246a7,220.81,32.15,7.082,50.35,23,0.0452,0,OK
STATION_3,2024-01-01 08:31:20,99b3a95246a7,226.58,31.14,7.03,49.77,7,0.0137,0,OK
STATION_3,2024-01-01 08:31:46,99b3a95246a7,220.69,33.88,7.298,50.88,18,0.0365,0,OK
STATION_3,2024-01-01 08:32:09,99b3a95246a7,224.36,32.26,7.175,52.28,7,0.014,0,OK
STATION_3,2024-01-01 08:32:14,99b3a95246a7,220.15,31.37,6.887,51.74,31,0.0593,0,OK
STATION_3,2024-01-01 08:32:26,99b3a95246a7,224.83,31.9,7.08,49.8,28,0.0551,0,OK
STATION_3,2024-01-01 08:33:14,99b3a95246a7,220.74,31.88,7.122,50.58,20,0.0396,0,OK
STATION_3,2024-01-01 08:33:46,99b3a95246a7,225.69,34.16,7.72,48.3,37,0.0793,0,OK
STATION_3,2024-01-01 08:33:56,99b3a95246a7,220.7,33.66,7.398,47.64,14,0.0288,0,OK
STATION_3,2024-01-01 08:34:14,99b3a95246a7,223.3,28.89,6.39,48.83,59,0.1047,0,OK
STATION_3,2024-01-01 08:34:16,99b3a95246a7,229.48,29.8,6.893,51.18,10,0.0191,0,OK
STATION_3,2024-01-01 08:34:26,99b3a95246a7,224.08,33.37,7.517,48.76,31,0.0647,0,OK
STATION_3,2024-01-01 08:35:22,99b3a95246a7,223.4,33.38,7.367,52.75,34,0.0696,0,OK
STATION_3,2024-01-01 08:35:26,99b3a95246a7,222.73,32.14,7.08,50.64,14,0.0275,0,OK
STATION_3,2024-01-01 08:35:53,99b3a95246a7,222.39,35.79,7.956,52.76,41,0.0906,0,OK
STATION_3,2024-01-01 08:36:16,99b3a95246a7,224.81,36.08,8.098,49.41,34,0.0765,0,OK
STATION_3,2024-01-01 08:36:26,99b3a95246a7,221.81,33.75,7.469,51.76,1,0.0021,0,OK
STATION_11,2024-01-01 09:44:26,18e2bd2a6c1a,230.86,30.85,7.106,47.32,47,0.0928,0,OK
STATION_11,2024-01-01 09:44:27,18e2bd2a6c1a,225.95,27.09,6.076,46.47,56,0.0945,0,OK
STATION_11,2024-01-01 09:44:30,18e2bd2a6c1a,231.06,29.21,6.752,44.92,20,0.0375,0,OK
STATION_11,2024-01-01 09:44:32,18e2bd2a6c1a,225.79,27.67,6.268,46.8,6,0.0104,0,OK
STATION_11,2024-01-01 09:44:41,18e2bd2a6c1a,223.99,31.94,7.147,50.22,47,0.0933,0,OK
STATION_11,2024-01-01 09:44:41,18e2bd2a6c1a,227.39,29.03,6.634,49.76,31,0.0571,0,OK
STATION_11,2024-01-01 09:44:44,18e2bd2a6c1a,226.9,27.5,6.241,49.94,29,0.0503,0,OK
STATION_11,2024-01-01 09:44:44,18e2bd2a6c1a,227.1,31.57,7.229,48.77,25,0.0502,0,OK
STATION_11,2024-01-01 09:44:44,18e2bd2a6c1a,226.37,29.32,6.684,46.28,35,0.065,0,OK
STATION_11,2024-01-01 09:44:49,18e2bd2a6c1a,224.52,30.54,6.883,46.4,27,0.2704,0,OK
STATION_11,2024-01-01 09:44:50,18e2bd2a6c1a,227.14,0,7.036,48.97,18,0.0352,0,OK
STATION_11,2024-01-01 09:44:54,18e2bd2a6c1a,227.92,32.32,7.359,44.82,35,0.0715,0,OK
STATION_11,2024-01-01 09:45:00,18e2bd2a6c1a,224.2,32.34,7.302,46.41,24,0.0487,0,OK
STATION_11,2024-01-01 09:45:02,18e2bd2a6c1a,229.59,28.71,6.633,47.62,46,0.0848,0,OK
STATION_11,2024-01-01 09:45:06,18e2bd2a6c1a,225.55,30.89,7.036,47.82,20,0.0391,0,OK
STATION_11,2024-01-01 09:45:15,18e2bd2a6c1a,232.54,30.57,7.054,44.59,36,0.0705,0,OK
STATION_11,2024-01-01 09:45:16,18e2bd2a6c1a,233.63,26.44,6.2,46.79,42,0.0723,0,OK
STATION_11,2024-01-01 09:45:22,18e2bd2a6c1a,225.52,27.09,6.078,49.04,32,0.054,0,OK
STATION_11,2024-01-01 09:45:24,18e2bd2a6c1a,233.05,28.76,6.734,47.61,32,0.0599,0,OK
STATION_11,2024-01-01 09:45:30,18e2bd2a6c1a,223.94,29.39,6.58,46.38,9,0.0164,0,OK
STATION_11,2024-01-01 09:45:32,18e2bd2a6c1a,227.84,30.58,6.974,45.1,3,0.0058,0,OK
STATION_11,2024-01-01 09:45:36,18e2bd2a6c1a,229.59,28.98,6.654,46.87,12,0.0222,0,OK
STATION_11,2024-01-01 09:45:42,18e2bd2a6c1a,226.1,28.38,6.438,49.22,41,0.0733,0,OK
STATION_11,2024-01-01 09:45:44,18e2bd2a6c1a,231.29,29.84,6.887,48.72,13,0.0249,0,OK
STATION_11,2024-01-01 09:45:46,18e2bd2a6c1a,228.95,26.46,6.031,44.81,35,0.0586,0,OK
STATION_11,2024-01-01 09:45:58,18e2bd2a6c1a,227.44,30.89,7.045,49.02,51,0.0998,0,OK
STATION_11,2024-01-01 09:46:02,18e2bd2a6c1a,226.74,29.84,6.824,48.4,10,0.019,0,OK
STATION_11,2024-01-01 09:46:02,18e2bd2a6c1a,227.09,30.09,6.823,47.98,34,0.0644,0,OK
STATION_11,2024-01-01 09:46:05,18e2bd2a6c1a,226.19,33.57,7.583,51.02,44,0.0927,0,OK
STATION_11,2024-01-01 09:46:16,18e2bd2a6c1a,226.63,32.09,7.271,44.84,38,0.0768,0,OK
STATION_11,2024-01-01 09:46:34,18e2bd2a6c1a,228.37,28.54,6.597,48.54,50,0.0916,0,OK
STATION_11,2024-01-01 09:46:41,18e2bd2a6c1a,227.91,29.26,6.669,44.01,40,0.0741,0,OK
STATION_11,2024-01-01 09:46:42,18e2bd2a6c1a,225.65,30.47,6.973,48.51,27,0.0523,0,OK
STATION_11,2024-01-01 09:46:44,18e2bd2a6c1a,225.62,28.54,6.404,47.37,57,0.1014,0,OK
STATION_11,2024-01-01 09:46:50,18e2bd2a6c1a,233.58,29.35,6.824,44.8,16,0.0303,0,OK
STATION_11,2024-01-01 09:46:53,18e2bd2a6c1a,225.46,31.31,7.049,47.91,33,0.0646,0,OK
STATION_11,2024-01-01 09:46:59,18e2bd2a6c1a,229.94,28.55,6.582,49.02,55,0.1006,0,OK
STATION_11,2024-01-01 09:47:00,18e2bd2a6c1a,227.86,25.78,5.931,45.97,49,0.0807,0,OK
STATION_11,2024-01-01 09:47:02,18e2bd2a6c1a,233.82,26.95,6.305,49.27,8,0.0526,0,OK
STATION_11,2024-01-01 09:47:02,18e2bd2a6c1a,228.68,27.59,6.285,47.52,26,0.0454,0,OK
STATION_11,2024-01-01 09:47:14,18e2bd2a6c1a,226.53,33.04,7.489,46.4,2,0.0042,0,OK
STATION_11,2024-01-01 09:47:14,18e2bd2a6c1a,227.1,25.27,5.677,46.8,35,0.0552,0,OK
STATION_11,2024-01-01 09:47:35,18e2bd2a6c1a,230.2,28.08,6.417,47.7,24,0.0428,0,OK
STATION_11,2024-01-01 09:47:36,18e2bd2a6c1a,226.58,34,7.625,48.93,19,0.0402,0,OK
STATION_11,2024-01-01 09:47:44,18e2bd2a6c1a,228.88,29.16,6.74,48.77,44,0.0824,0,OK
STATION_11,2024-01-01 09:47:46,18e2bd2a6c1a,227.8,28.55,6.491,45.78,36,0.0649,0,OK
STATION_11,2024-01-01 09:47:49,18e2bd2a6c1a,226.74,31.7,7.161,50.56,30,0.0597,0,OK
STATION_11,2024-01-01 09:48:20,18e2bd2a6c1a,226,32.37,7.258,50.97,25,0.0504,0,OK
STATION_11,2024-01-01 09:48:21,18e2bd2a6c1a,232.24,31.75,7.425,47.16,27,0.0557,0,OK
STATION_11,2024-01-01 09:48:23,18e2bd2a6c1a,231.89,29.32,6.882,49.21,47,0.0899,0,OK
STATION_11,2024-01-01 09:48:26,18e2bd2a6c1a,231.02,30.7,7.076,49.13,16,0.0315,0,OK
STATION_11,2024-01-01 09:48:26,18e2bd2a6c1a,230.67,30.03,6.992,48.35,23,0.0447,0,OK
STATION_11,2024-01-01 09:48:29,18e2bd2a6c1a,228.37,31.1,7.037,50.42,11,0.0215,0,OK
STATION_11,2024-01-01 09:48:32,18e2bd2a6c1a,228.83,29.06,6.713,48.35,19,0.0354,0,OK
STATION_11,2024-01-01 09:48:46,18e2bd2a6c1a,228,27.85,6.318,47.53,39,0.0684,0,OK
STATION_11,2024-01-01 09:48:56,18e2bd2a6c1a,235.79,30.01,7.058,46.39,19,0.0373,0,OK
STATION_11,2024-01-01 09:48:56,18e2bd2a6c1a,228.56,27.35,6.277,47.35,37,0.0645,0,OK
STATION_11,2024-01-01 09:49:05,18e2bd2a6c1a,226.09,29.49,6.668,48.75,49,0.0908,0,OK
STATION_11,2024-01-01 09:49:14,18e2bd2a6c1a,230.94,31.11,7.189,48.59,26,0.0519,0,OK
STATION_11,2024-01-01 09:49:30,18e2bd2a6c1a,227.03,28.92,6.537,46.45,9,0.0163,0,OK
STATION_11,2024-01-01 09:49:41,18e2bd2a6c1a,231.97,29.81,6.987,49.13,56,0.1087,0,OK
STATION_11,2024-01-01 09:49:44,18e2bd2a6c1a,230.73,29.17,6.732,45.61,46,0.086,0,OK
STATION_11,2024-01-01 09:49:46,18e2bd2a6c1a,229.19,29.6,6.837,50.59,25,0.0475,0,OK
STATION_11,2024-01-01 09:49:59,18e2bd2a6c1a,228.99,27.48,6.327,45.94,33,0.058,0,OK
STATION_11,2024-01-01 09:50:18,18e2bd2a6c1a,227.63,29.66,6.714,49.74,60,0.1119,0,OK
